repo	family	line_no	category_guess	text
googleapis/mcp-toolbox	AGENTS.md	66	unclassified	3. **Generate Search Index:** Because Pagefind requires physical files, `hugo server` alone will not populate the search bar. Build the local index first (using the development environment to block analytics) by running:
googleapis/mcp-toolbox	AGENTS.md	77	unclassified	2. **Deploy Versioned Docs**: New GitHub releases deploy to `/<version>/` and the root path. The release tag is automatically injected into the build as the documentation version. *(Note: Developers must manually add the new version to the `[[params.versions]]` dropdown array in `hugo.toml` prior to
googleapis/mcp-toolbox	AGENTS.md	85	unclassified	- Do *not* include the product name (e.g., avoid `firestore_list_collections`).
googleapis/mcp-toolbox	AGENTS.md	87	unclassified	- *Must* include the product name.
googleapis/mcp-toolbox	AGENTS.md	113	unclassified	| **chore** | Other small tasks or updates that don't fall into any of the types above. | n/a |
googleapis/mcp-toolbox	AGENTS.md	117	unclassified	| **style** | updated src code, with only formatting and whitespace updates. In other words, this includes anything a code formatter or linter changes. | n/a |
googleapis/mcp-toolbox	AGENTS.md	123	unclassified	PRs addressing a specific source or tool should **always** add the source or tool name as scope.
googleapis/mcp-toolbox	AGENTS.md	136	unclassified	Every PR must include a description that follows the repository's template:
googleapis/mcp-toolbox	AGENTS.md	142	unclassified	- [ ] Make sure to open an issue as a bug/issue before writing your code!
googleapis/mcp-toolbox	AGENTS.md	143	unclassified	- [ ] Ensure the tests and linter pass
googleapis/mcp-toolbox	AGENTS.md	173	unclassified	- **For a new source:** Add source documentation to `docs/en/integrations/<source_name>/source.md`. Ensure the root `_index.md` file contains **strictly only frontmatter** and no markdown body text.
googleapis/mcp-toolbox	AGENTS.md	174	unclassified	- **For a new native tool:** Add tool documentation to `docs/en/integrations/<source_name>/tools/<tool_name>.md`. Ensure the `tools/_index.md` file contains **strictly only frontmatter**.
googleapis/mcp-toolbox	AGENTS.md	175	unclassified	- **Adding Integration Samples:** Add integration-specific samples to `docs/en/integrations/<source_name>/samples/`. Ensure the `samples/_index.md` file contains **strictly only frontmatter**.
googleapis/mcp-toolbox	AGENTS.md	176	unclassified	- **Tool Inheritance (Shared Tools):** Managed databases (e.g., Cloud SQL Postgres) that use the tools of their underlying engine (e.g., Postgres) map their inherited tools by utilizing the `shared_tools` frontmatter parameter inside their `tools/_index.md` file. This file must contain only frontmat
googleapis/mcp-toolbox	AGENTS.md	177	unclassified	- **New Top-Level Directories:** If adding a completely new top-level section to the documentation site, you must update the "Diátaxis Narrative Framework" section inside both `.hugo/layouts/index.llms.txt` and `.hugo/layouts/index.llms-full.txt` to keep the AI context synced with the site structure
googleapis/mcp-toolbox	AGENTS.md	182	unclassified	When generating or editing documentation for this repository, you must strictly adhere to the following CI-enforced rules. Failure to do so will break the build.
googleapis/mcp-toolbox	AGENTS.md	186	unclassified	1. **File Naming:** The primary connection guide for a source must be named `source.md`. Use `_index.md` solely as an empty structural folder wrapper containing **only YAML frontmatter**.
googleapis/mcp-toolbox	AGENTS.md	187	unclassified	2. **LinkTitle:** The linkTitle has to be set to the string `Source` always.
googleapis/mcp-toolbox	AGENTS.md	188	unclassified	3. **Title Convention:** The YAML frontmatter `title` must always end with "Source" (e.g., `title: "Postgres Source"`).
googleapis/mcp-toolbox	AGENTS.md	189	unclassified	4. **No H1 Tags:** Never generate H1 (`#`) headings in the markdown body.
googleapis/mcp-toolbox	AGENTS.md	190	mediation(E3)	5. **Strict H2 Ordering:** You must use the following H2 (`##`) headings in this exact sequence.
googleapis/mcp-toolbox	AGENTS.md	191	unclassified	* `## About` (Required)
googleapis/mcp-toolbox	AGENTS.md	194	unclassified	* `## Example` (Required)
googleapis/mcp-toolbox	AGENTS.md	195	unclassified	* `## Reference` (Required)
googleapis/mcp-toolbox	AGENTS.md	199	unclassified	6. **Shortcode Placement:** If you generate the `## Available Tools` section, you must include the `{{< list-tools >}}` shortcode beneath it.
googleapis/mcp-toolbox	AGENTS.md	203	unclassified	1. **Location:** All native tools must reside inside a nested `tools/` subdirectory. The `tools/` directory must contain an `_index.md` file consisting **strictly of frontmatter**.
googleapis/mcp-toolbox	AGENTS.md	204	unclassified	2. **No H1 Tags:** Never generate H1 (`#`) headings in the markdown body.
googleapis/mcp-toolbox	AGENTS.md	205	mediation(E3)	3. **Strict H2 Ordering:** You must use the following H2 (`##`) headings in this exact sequence.
googleapis/mcp-toolbox	AGENTS.md	206	unclassified	* `## About` (Required)
googleapis/mcp-toolbox	AGENTS.md	210	unclassified	* `## Example` (Required)
googleapis/mcp-toolbox	AGENTS.md	216	unclassified	4. **Shortcode Placement:** If you generate the `## Compatible Sources` section, you must include the `{{< compatible-sources >}}` shortcode beneath it.
googleapis/mcp-toolbox	AGENTS.md	217	unclassified	5. **Title Convention:** The YAML frontmatter `title` must always be exactly the kebab-case name of the tool (e.g., `title: "arcadedb-execute-sql"`). Do **NOT** append the word "Tool" to the title (unlike source pages, which end with "Source").
googleapis/mcp-toolbox	AGENTS.md	222	unclassified	2. **Integration-Specific Samples:** `docs/en/integrations/<source_name>/samples/`. (The `samples/_index.md` wrapper must contain **strictly only frontmatter**).
googleapis/mcp-toolbox	AGENTS.md	227	unclassified	1. **Filtering (`sample_filters`):** Always include `sample_filters` in the frontmatter. You MUST use strict enums for filtering.
googleapis/mcp-toolbox	AGENTS.md	228	unclassified	* **Source of Truth:** Always refer to `.hugo/data/filters.yaml` for the permitted list of Data Sources, Languages, Frameworks, and Categories.
googleapis/mcp-toolbox	AGENTS.md	229	unclassified	* **Adding New Filters:** If your sample requires the addition of a new filter, add it to `.hugo/data/filters.yaml` using **Title Case** (capitalize the first letter of every word, with words separated by spaces). Do not use snake_case or lowercase.
googleapis/mcp-toolbox	AGENTS.md	230	unclassified	2. **Metadata:** Ensure `is_sample: true` is present to prevent the sample from being excluded from the Samples Gallery.
googleapis/mcp-toolbox	AGENTS.md	234	unclassified	1. **Naming & Path:** All prebuilt config docs must reside in `prebuilt-configs/`.
googleapis/mcp-toolbox	AGENTS.md	235	unclassified	2. **Shortcode Requirement:** The main `documentation/configuration/prebuilt-configs/_index.md` page uses the `{{< list-prebuilt-configs >}}` shortcode, which only detects directories named exactly `prebuilt-configs`.
googleapis/mcp-toolbox	AGENTS.md	236	unclassified	3. **YAML Mapping:** Always verify the `kind` of the data source in `internal/prebuiltconfigs/tools/` before choosing the integration folder.
googleapis/mcp-toolbox	AGENTS.md	241	unclassified	1. **File Size Limits:** Never add files larger than 24MB to the `docs/` directory.
googleapis/mcp-toolbox	CLAUDE.md	66	unclassified	3. **Generate Search Index:** Because Pagefind requires physical files, `hugo server` alone will not populate the search bar. Build the local index first (using the development environment to block analytics) by running:
googleapis/mcp-toolbox	CLAUDE.md	77	unclassified	2. **Deploy Versioned Docs**: New GitHub releases deploy to `/<version>/` and the root path. The release tag is automatically injected into the build as the documentation version. *(Note: Developers must manually add the new version to the `[[params.versions]]` dropdown array in `hugo.toml` prior to
googleapis/mcp-toolbox	CLAUDE.md	85	unclassified	- Do *not* include the product name (e.g., avoid `firestore_list_collections`).
googleapis/mcp-toolbox	CLAUDE.md	87	unclassified	- *Must* include the product name.
googleapis/mcp-toolbox	CLAUDE.md	113	unclassified	| **chore** | Other small tasks or updates that don't fall into any of the types above. | n/a |
googleapis/mcp-toolbox	CLAUDE.md	117	unclassified	| **style** | updated src code, with only formatting and whitespace updates. In other words, this includes anything a code formatter or linter changes. | n/a |
googleapis/mcp-toolbox	CLAUDE.md	123	unclassified	PRs addressing a specific source or tool should **always** add the source or tool name as scope.
googleapis/mcp-toolbox	CLAUDE.md	136	unclassified	Every PR must include a description that follows the repository's template:
googleapis/mcp-toolbox	CLAUDE.md	142	unclassified	- [ ] Make sure to open an issue as a bug/issue before writing your code!
googleapis/mcp-toolbox	CLAUDE.md	143	unclassified	- [ ] Ensure the tests and linter pass
googleapis/mcp-toolbox	CLAUDE.md	173	unclassified	- **For a new source:** Add source documentation to `docs/en/integrations/<source_name>/source.md`. Ensure the root `_index.md` file contains **strictly only frontmatter** and no markdown body text.
googleapis/mcp-toolbox	CLAUDE.md	174	unclassified	- **For a new native tool:** Add tool documentation to `docs/en/integrations/<source_name>/tools/<tool_name>.md`. Ensure the `tools/_index.md` file contains **strictly only frontmatter**.
googleapis/mcp-toolbox	CLAUDE.md	175	unclassified	- **Adding Integration Samples:** Add integration-specific samples to `docs/en/integrations/<source_name>/samples/`. Ensure the `samples/_index.md` file contains **strictly only frontmatter**.
googleapis/mcp-toolbox	CLAUDE.md	176	unclassified	- **Tool Inheritance (Shared Tools):** Managed databases (e.g., Cloud SQL Postgres) that use the tools of their underlying engine (e.g., Postgres) map their inherited tools by utilizing the `shared_tools` frontmatter parameter inside their `tools/_index.md` file. This file must contain only frontmat
googleapis/mcp-toolbox	CLAUDE.md	177	unclassified	- **New Top-Level Directories:** If adding a completely new top-level section to the documentation site, you must update the "Diátaxis Narrative Framework" section inside both `.hugo/layouts/index.llms.txt` and `.hugo/layouts/index.llms-full.txt` to keep the AI context synced with the site structure
googleapis/mcp-toolbox	CLAUDE.md	182	unclassified	When generating or editing documentation for this repository, you must strictly adhere to the following CI-enforced rules. Failure to do so will break the build.
googleapis/mcp-toolbox	CLAUDE.md	186	unclassified	1. **File Naming:** The primary connection guide for a source must be named `source.md`. Use `_index.md` solely as an empty structural folder wrapper containing **only YAML frontmatter**.
googleapis/mcp-toolbox	CLAUDE.md	187	unclassified	2. **LinkTitle:** The linkTitle has to be set to the string `Source` always.
googleapis/mcp-toolbox	CLAUDE.md	188	unclassified	3. **Title Convention:** The YAML frontmatter `title` must always end with "Source" (e.g., `title: "Postgres Source"`).
googleapis/mcp-toolbox	CLAUDE.md	189	unclassified	4. **No H1 Tags:** Never generate H1 (`#`) headings in the markdown body.
googleapis/mcp-toolbox	CLAUDE.md	190	mediation(E3)	5. **Strict H2 Ordering:** You must use the following H2 (`##`) headings in this exact sequence.
googleapis/mcp-toolbox	CLAUDE.md	191	unclassified	* `## About` (Required)
googleapis/mcp-toolbox	CLAUDE.md	194	unclassified	* `## Example` (Required)
googleapis/mcp-toolbox	CLAUDE.md	195	unclassified	* `## Reference` (Required)
googleapis/mcp-toolbox	CLAUDE.md	199	unclassified	6. **Shortcode Placement:** If you generate the `## Available Tools` section, you must include the `{{< list-tools >}}` shortcode beneath it.
googleapis/mcp-toolbox	CLAUDE.md	203	unclassified	1. **Location:** All native tools must reside inside a nested `tools/` subdirectory. The `tools/` directory must contain an `_index.md` file consisting **strictly of frontmatter**.
googleapis/mcp-toolbox	CLAUDE.md	204	unclassified	2. **No H1 Tags:** Never generate H1 (`#`) headings in the markdown body.
googleapis/mcp-toolbox	CLAUDE.md	205	mediation(E3)	3. **Strict H2 Ordering:** You must use the following H2 (`##`) headings in this exact sequence.
googleapis/mcp-toolbox	CLAUDE.md	206	unclassified	* `## About` (Required)
googleapis/mcp-toolbox	CLAUDE.md	210	unclassified	* `## Example` (Required)
googleapis/mcp-toolbox	CLAUDE.md	216	unclassified	4. **Shortcode Placement:** If you generate the `## Compatible Sources` section, you must include the `{{< compatible-sources >}}` shortcode beneath it.
googleapis/mcp-toolbox	CLAUDE.md	217	unclassified	5. **Title Convention:** The YAML frontmatter `title` must always be exactly the kebab-case name of the tool (e.g., `title: "arcadedb-execute-sql"`). Do **NOT** append the word "Tool" to the title (unlike source pages, which end with "Source").
googleapis/mcp-toolbox	CLAUDE.md	222	unclassified	2. **Integration-Specific Samples:** `docs/en/integrations/<source_name>/samples/`. (The `samples/_index.md` wrapper must contain **strictly only frontmatter**).
googleapis/mcp-toolbox	CLAUDE.md	227	unclassified	1. **Filtering (`sample_filters`):** Always include `sample_filters` in the frontmatter. You MUST use strict enums for filtering.
googleapis/mcp-toolbox	CLAUDE.md	228	unclassified	* **Source of Truth:** Always refer to `.hugo/data/filters.yaml` for the permitted list of Data Sources, Languages, Frameworks, and Categories.
googleapis/mcp-toolbox	CLAUDE.md	229	unclassified	* **Adding New Filters:** If your sample requires the addition of a new filter, add it to `.hugo/data/filters.yaml` using **Title Case** (capitalize the first letter of every word, with words separated by spaces). Do not use snake_case or lowercase.
googleapis/mcp-toolbox	CLAUDE.md	230	unclassified	2. **Metadata:** Ensure `is_sample: true` is present to prevent the sample from being excluded from the Samples Gallery.
googleapis/mcp-toolbox	CLAUDE.md	234	unclassified	1. **Naming & Path:** All prebuilt config docs must reside in `prebuilt-configs/`.
googleapis/mcp-toolbox	CLAUDE.md	235	unclassified	2. **Shortcode Requirement:** The main `documentation/configuration/prebuilt-configs/_index.md` page uses the `{{< list-prebuilt-configs >}}` shortcode, which only detects directories named exactly `prebuilt-configs`.
googleapis/mcp-toolbox	CLAUDE.md	236	unclassified	3. **YAML Mapping:** Always verify the `kind` of the data source in `internal/prebuiltconfigs/tools/` before choosing the integration folder.
googleapis/mcp-toolbox	CLAUDE.md	241	unclassified	1. **File Size Limits:** Never add files larger than 24MB to the `docs/` directory.
googleworkspace/cli	AGENTS.md	8	unclassified	> **Dynamic Discovery**: This project does NOT use generated Rust crates (e.g., `google-drive3`) for API interaction. Instead, it fetches the Discovery JSON at runtime and builds `clap` commands dynamically. When adding a new service, you only need to register it in `crates/google-workspace/src/serv
googleworkspace/cli	AGENTS.md	16	unclassified	> **Test Coverage**: The `codecov/patch` check requires that new or modified lines are covered by tests. When adding code, extract testable helper functions rather than embedding logic in `main`/`run` where it's hard to unit-test. Run `cargo test` locally and verify new branches are exercised.
googleworkspace/cli	AGENTS.md	26	unclassified	Every PR must include a changeset file. Create one at `.changeset/<descriptive-name>.md`:
googleworkspace/cli	AGENTS.md	36	unclassified	Use `patch` for fixes/chores, `minor` for new features, `major` for breaking changes. The CI policy check will fail without a changeset.
googleworkspace/cli	AGENTS.md	102	unclassified	> This CLI is frequently invoked by AI/LLM agents. Always assume inputs can be adversarial — validate paths against traversal (`../../.ssh`), restrict format strings to allowlists, reject control characters, and encode user values before embedding them in URLs.
googleworkspace/cli	AGENTS.md	109	unclassified	When adding new helpers or CLI flags that accept file paths, **always validate** using the shared helpers:
googleworkspace/cli	AGENTS.md	127	unclassified	User-supplied values embedded in URL **path segments** must be percent-encoded. Use the shared helper:
googleworkspace/cli	AGENTS.md	190	unclassified	> **Do NOT add a helper that** wraps a single API call already available via Discovery, adds flags to expose data already in the API response, or re-implements Discovery parameters as custom flags. Helper flags must control orchestration logic — use `--params` and `--format`/`jq` for API parameters 
googleworkspace/cli	AGENTS.md	202	unclassified	| `GOOGLE_WORKSPACE_CLI_KEYRING_BACKEND` | Keyring backend: `keyring` (default, uses OS keyring with file fallback) or `file` (file only, for Docker/CI/headless) |
googleworkspace/cli	CLAUDE.md	1	unclassified	When contributing to this repository, you must strictly follow all guidelines outlined in the AGENTS.md file.
heygen-com/hyperframes	AGENTS.md	7	unclassified	This repo ships AI agent skills via [vercel-labs/skills](https://github.com/vercel-labs/skills). Install them before writing compositions — they encode framework-specific patterns that generic docs don't cover.
heygen-com/hyperframes	AGENTS.md	31	vcs-commit/push(E2/E5/E11);test-before(E5)	Always lint and format changed files before committing. Lefthook pre-commit hooks enforce this automatically.
heygen-com/hyperframes	AGENTS.md	42	unclassified	Both must pass before previewing or considering work complete.
heygen-com/hyperframes	AGENTS.md	67	unclassified	- **TypeScript**: Avoid `any` and `as T` assertions. Prefer type guards and narrowing.
heygen-com/hyperframes	AGENTS.md	68	unclassified	- **Compositions**: HTML files with `data-*` attributes. Clips need `class="clip"`. GSAP timelines must be paused and registered on `window.__timelines`.
heygen-com/hyperframes	CLAUDE.md	23	unclassified	**This repo uses bun**, not pnpm. Do NOT run `pnpm install` — it creates a `pnpm-lock.yaml` that should not exist. Workspace linking relies on bun's resolution from `"workspaces"` in root `package.json`.
heygen-com/hyperframes	CLAUDE.md	35	vcs-commit/push(E2/E5/E11);test-before(E5)	Always run both on changed files before committing. The lefthook pre-commit hook runs `bunx oxlint` and `bunx oxfmt --check` automatically.
heygen-com/hyperframes	CLAUDE.md	44	unclassified	4. **Add to help groups** in `packages/cli/src/help.ts` — add the command name and description to the appropriate `GROUPS` entry. Without this, the command won't appear in `hyperframes --help` even though it works.
heygen-com/hyperframes	CLAUDE.md	50	unclassified	`packages/producer/tests/<name>/output/output.mp4` baselines MUST be generated
heygen-com/hyperframes	CLAUDE.md	64	unclassified	Never run `bun run --cwd packages/producer test:update` directly from the
heygen-com/hyperframes	CLAUDE.md	66	unclassified	will not match CI. Use it only for local-only experimentation.
hiyouga/LlamaFactory	CLAUDE.md	96	unclassified	- Most training tests require GPU hardware
hiyouga/LlamaFactory	CLAUDE.md	98	unclassified	- Always set `WANDB_DISABLED=true` when running tests
hiyouga/LlamaFactory	CLAUDE.md	105	unclassified	- All new files must include Apache 2.0 license header (checked by `make license`)
huggingface/transformers	AGENTS.md	8	unclassified	`make style` or `make fix-repo` should be run as the final step before opening a PR.
huggingface/transformers	AGENTS.md	18	unclassified	Do not ever ignore this! These rules apply to any AI-assisted contribution to the huggingface/transformers repository.
huggingface/transformers	AGENTS.md	24	unclassified	### Coordination before coding
huggingface/transformers	AGENTS.md	25	unclassified	- If work maps to an existing issue, coordinate on that issue before opening a PR.
huggingface/transformers	AGENTS.md	26	approval-gate(E2/E11)	- Do not open a PR for someone else's issue unless there is explicit approval from the issue author or a maintainer in the issue thread.
huggingface/transformers	AGENTS.md	28	unclassified	- Do not start duplicate work on issues.
huggingface/transformers	AGENTS.md	31	unclassified	Before proposing a PR, check for overlapping open PRs and issue ownership:
huggingface/transformers	AGENTS.md	39	unclassified	- If an open PR already addresses the same fix, do not open another.
huggingface/transformers	AGENTS.md	43	unclassified	- Do not open one-off PRs for tiny edits (single typo, isolated lint cleanup, one mutable default argument, etc.).
huggingface/transformers	AGENTS.md	47	unclassified	- Pure code-agent PRs are not allowed: a human submitter must understand and be able to defend the change end-to-end.
huggingface/transformers	AGENTS.md	49	unclassified	- PR descriptions for AI-assisted work must include:
huggingface/transformers	AGENTS.md	55	unclassified	Do not raise PRs without human validation.
huggingface/transformers	AGENTS.md	58	unclassified	- If coordination evidence cannot be found, do not proceed to PR-ready output.
huggingface/transformers	AGENTS.md	59	unclassified	- If work is duplicate or only trivial busywork, do not proceed to PR-ready output.
huggingface/transformers	AGENTS.md	64	unclassified	We try to avoid direct inheritance between model-specific files in `src/transformers/models/`. We have two mechanisms to manage the resulting code duplication:
huggingface/transformers	AGENTS.md	66	unclassified	1) The older method is to mark classes or functions with `# Copied from ...`. Copies are kept in sync by `make fix-repo`. Do not edit a `# Copied from` block, as it will be reverted by `make fix-repo`. Ideally you should edit the code it's copying from and propagate the change, but you can break the
huggingface/transformers	AGENTS.md	67	unclassified	2) The newer method is to add a file named `modular_<name>.py` in the model directory. `modular` files **can** inherit from other models. `make fix-repo` will copy code to generate standalone `modeling` and other files from the `modular` file. When a `modular` file is present, generated files should
huggingface/transformers	CLAUDE.md	8	unclassified	`make style` or `make fix-repo` should be run as the final step before opening a PR.
huggingface/transformers	CLAUDE.md	18	unclassified	Do not ever ignore this! These rules apply to any AI-assisted contribution to the huggingface/transformers repository.
huggingface/transformers	CLAUDE.md	24	unclassified	### Coordination before coding
huggingface/transformers	CLAUDE.md	25	unclassified	- If work maps to an existing issue, coordinate on that issue before opening a PR.
huggingface/transformers	CLAUDE.md	26	approval-gate(E2/E11)	- Do not open a PR for someone else's issue unless there is explicit approval from the issue author or a maintainer in the issue thread.
huggingface/transformers	CLAUDE.md	28	unclassified	- Do not start duplicate work on issues.
huggingface/transformers	CLAUDE.md	31	unclassified	Before proposing a PR, check for overlapping open PRs and issue ownership:
huggingface/transformers	CLAUDE.md	39	unclassified	- If an open PR already addresses the same fix, do not open another.
huggingface/transformers	CLAUDE.md	43	unclassified	- Do not open one-off PRs for tiny edits (single typo, isolated lint cleanup, one mutable default argument, etc.).
huggingface/transformers	CLAUDE.md	47	unclassified	- Pure code-agent PRs are not allowed: a human submitter must understand and be able to defend the change end-to-end.
huggingface/transformers	CLAUDE.md	49	unclassified	- PR descriptions for AI-assisted work must include:
huggingface/transformers	CLAUDE.md	55	unclassified	Do not raise PRs without human validation.
huggingface/transformers	CLAUDE.md	58	unclassified	- If coordination evidence cannot be found, do not proceed to PR-ready output.
huggingface/transformers	CLAUDE.md	59	unclassified	- If work is duplicate or only trivial busywork, do not proceed to PR-ready output.
huggingface/transformers	CLAUDE.md	64	unclassified	We try to avoid direct inheritance between model-specific files in `src/transformers/models/`. We have two mechanisms to manage the resulting code duplication:
huggingface/transformers	CLAUDE.md	66	unclassified	1) The older method is to mark classes or functions with `# Copied from ...`. Copies are kept in sync by `make fix-repo`. Do not edit a `# Copied from` block, as it will be reverted by `make fix-repo`. Ideally you should edit the code it's copying from and propagate the change, but you can break the
huggingface/transformers	CLAUDE.md	67	unclassified	2) The newer method is to add a file named `modular_<name>.py` in the model directory. `modular` files **can** inherit from other models. `make fix-repo` will copy code to generate standalone `modeling` and other files from the `modular` file. When a `modular` file is present, generated files should
hugohe3/ppt-master	AGENTS.md	5	unclassified	**You MUST read [`skills/ppt-master/SKILL.md`](skills/ppt-master/SKILL.md) before any PPT generation task or repo modification.** This repository exists to generate presentations; SKILL.md is the authoritative workflow that owns project creation, role switching, serial execution, quality gates, post
hugohe3/ppt-master	AGENTS.md	13	unclassified	> Topic-only requests with no source material: run the standalone [`topic-research`](skills/ppt-master/workflows/topic-research.md) workflow before SKILL.md Step 1 to gather web materials.
hugohe3/ppt-master	AGENTS.md	15	unclassified	> Phase B resumption (split-mode execution): when the user opens a fresh chat and says "继续生成 projects/<x>" or similar, run the standalone [`resume-execute`](skills/ppt-master/workflows/resume-execute.md) workflow to enter Phase B (SVG generation + export) without re-running Phase A.
hugohe3/ppt-master	AGENTS.md	21	unclassified	> Object-level animation tuning: when the user asks to change animation order, effect, timing, or a specific object's reveal behavior, run the standalone [`customize-animations`](skills/ppt-master/workflows/customize-animations.md) workflow. Default export already has global animations; do not creat
hugohe3/ppt-master	AGENTS.md	25	unclassified	> Brand identity setup: when the user asks to "set up brand" / "建立品牌" / "做品牌规范", provides a brand asset (logo / brand site URL / branded PPTX / brand PDF), or wants to extract a brand from existing materials, run the standalone [`create-brand`](skills/ppt-master/workflows/create-brand.md) workflow. 
hugohe3/ppt-master	AGENTS.md	27	unclassified	> Visual self-check: only when the user explicitly requests a per-page visual review on the generated SVGs (e.g., "跑一下视觉自检 / 视觉回看 / 视觉 rubric", "visual review", "check each page visually"), run the standalone [`visual-review`](skills/ppt-master/workflows/visual-review.md) workflow between the execut
hugohe3/ppt-master	AGENTS.md	36	unclassified	## Required Conventions
hugohe3/ppt-master	AGENTS.md	39	unclassified	- **Markdown language consistency** — Markdown files under `skills/ppt-master/workflows/`, `skills/ppt-master/references/`, and `docs/` are currently single-language per directory. New files mirror the language of their siblings; do not mix English scaffolding with Chinese paragraphs (or vice versa)
hugohe3/ppt-master	AGENTS.md	44	unclassified	- Do NOT assume generic-project conventions like `.worktrees/`, `tests/`, or mandatory branch setup unless the user explicitly requests them.
hugohe3/ppt-master	AGENTS.md	49	unclassified	Convenience summary only — full workflow in [`skills/ppt-master/SKILL.md`](skills/ppt-master/SKILL.md).
hugohe3/ppt-master	CLAUDE.md	5	unclassified	**You MUST read [`skills/ppt-master/SKILL.md`](skills/ppt-master/SKILL.md) before any PPT generation task or repo modification.** This repository exists to generate presentations; SKILL.md is the authoritative workflow that owns project creation, role switching, serial execution, quality gates, post
hugohe3/ppt-master	CLAUDE.md	13	unclassified	> Topic-only requests with no source material: run the standalone [`topic-research`](skills/ppt-master/workflows/topic-research.md) workflow before SKILL.md Step 1 to gather web materials.
hugohe3/ppt-master	CLAUDE.md	15	unclassified	> Phase B resumption (split-mode execution): when the user opens a fresh chat and says "继续生成 projects/<x>" or similar, run the standalone [`resume-execute`](skills/ppt-master/workflows/resume-execute.md) workflow to enter Phase B (SVG generation + export) without re-running Phase A.
hugohe3/ppt-master	CLAUDE.md	21	unclassified	> Object-level animation tuning: when the user asks to change animation order, effect, timing, or a specific object's reveal behavior, run the standalone [`customize-animations`](skills/ppt-master/workflows/customize-animations.md) workflow. Default export already has global animations; do not creat
hugohe3/ppt-master	CLAUDE.md	25	unclassified	> Brand identity setup: when the user asks to "set up brand" / "建立品牌" / "做品牌规范", provides a brand asset (logo / brand site URL / branded PPTX / brand PDF), or wants to extract a brand from existing materials, run the standalone [`create-brand`](skills/ppt-master/workflows/create-brand.md) workflow. 
hugohe3/ppt-master	CLAUDE.md	27	unclassified	> Visual self-check: only when the user explicitly requests a per-page visual review on the generated SVGs (e.g., "跑一下视觉自检 / 视觉回看 / 视觉 rubric", "visual review", "check each page visually"), run the standalone [`visual-review`](skills/ppt-master/workflows/visual-review.md) workflow between the execut
hugohe3/ppt-master	CLAUDE.md	36	unclassified	## Required Conventions
hugohe3/ppt-master	CLAUDE.md	39	unclassified	- **Markdown language consistency** — Markdown files under `skills/ppt-master/workflows/`, `skills/ppt-master/references/`, and `docs/` are currently single-language per directory. New files mirror the language of their siblings; do not mix English scaffolding with Chinese paragraphs (or vice versa)
hugohe3/ppt-master	CLAUDE.md	44	unclassified	- Do NOT assume generic-project conventions like `.worktrees/`, `tests/`, or mandatory branch setup unless the user explicitly requests them.
hugohe3/ppt-master	CLAUDE.md	49	unclassified	Convenience summary only — full workflow in [`skills/ppt-master/SKILL.md`](skills/ppt-master/SKILL.md).
humanlayer/12-factor-agents	CLAUDE.md	7	unclassified	**CRITICAL: You MUST adopt one of the specialized personas before proceeding with any work.**
humanlayer/12-factor-agents	CLAUDE.md	9	unclassified	**BEFORE DOING ANYTHING ELSE**, you must read and adopt one of these personas:
humanlayer/12-factor-agents	CLAUDE.md	17	unclassified	**DO NOT PROCEED WITHOUT SELECTING A PERSONA.** Each persona has specific rules, workflows, and tools that you MUST follow exactly.
humanlayer/12-factor-agents	CLAUDE.md	39	unclassified	1. **READ FIRST**: Always read at least 1500 lines to understand context fully
humanlayer/12-factor-agents	CLAUDE.md	41	unclassified	3. **FOLLOW EXISTING PATTERNS**: Don't invent new approaches
humanlayer/12-factor-agents	CLAUDE.md	81	unclassified	**You CANNOT proceed without adopting a persona.** Each persona has:
humanlayer/12-factor-agents	CLAUDE.md	83	unclassified	- Required tools and commands
humanlayer/humanlayer	CLAUDE.md	60	unclassified	- Integration tests only in some projects (look for `-tags=integration`)
humanlayer/humanlayer	CLAUDE.md	80	unclassified	- `TODO(0)`: Critical - never merge
iOfficeAI/AionUi	AGENTS.md	3	unclassified	All contributors (human and AI) must follow [CONTRIBUTING.md](CONTRIBUTING.md) before opening a PR. ([Chinese version](CONTRIBUTING.zh.md))
iOfficeAI/AionUi	AGENTS.md	9	unclassified	- **Directory size limit**: A single directory must not exceed **10** direct children (files + subdirectories). Split by responsibility when approaching this limit.
iOfficeAI/AionUi	AGENTS.md	11	unclassified	See [docs/contributing/file-structure.md](docs/contributing/file-structure.md) for complete rules on directory naming, page module layout, and shared vs private code placement. Agents working in this repository must also read and follow the `architecture` skill (`.claude/skills/architecture/SKILL.md
iOfficeAI/AionUi	AGENTS.md	31	unclassified	- Colors must use **semantic tokens** from `uno.config.ts` or CSS variables — no hardcoded values
iOfficeAI/AionUi	AGENTS.md	33	unclassified	- Global styles only in `src/renderer/styles/`
iOfficeAI/AionUi	AGENTS.md	46	unclassified	Three process types — never mix their APIs:
iOfficeAI/AionUi	AGENTS.md	52	unclassified	Cross-process communication must go through the IPC bridge (`src/preload.ts`).
iOfficeAI/AionUi	AGENTS.md	57	vcs-commit/push(E2/E5/E11);test-before(E5)	**Framework**: Vitest 4 (`vitest.config.ts`). Run `bun run test` before every commit. Coverage target ≥ 80%.
iOfficeAI/AionUi	AGENTS.md	71	unclassified	**Before every PR** — run the full CI check locally to catch everything CI catches (end-of-file, trailing whitespace, all file types):
